x	Average	StDev
4.4400001	0.3614702666666667	0.025272282885076575
4.4500003	0.36274173333333337	0.023497938714775266
4.46	0.36858026666666666	0.02695824216271034
4.4700003	0.3663095	0.02343021609396721
4.48	0.36539119999999997	0.014663127143962198
4.4900002	0.3596071333333333	0.0160485390089981
4.5	0.3625632666666667	0.019730013356643556
4.5100002	0.36361373333333336	0.024496741663399484
4.52	0.36721373333333335	0.02464709690619431
4.5300002	0.3594673666666666	0.020338226989669826
4.5400004	0.3554778999999999	0.020376294912716583
4.5500002	0.3556336666666667	0.02408071775307646
4.5600004	0.3495281666666667	0.02147343306724225
4.5700002	0.3546556	0.02774997030340752
4.5800004	0.3668442	0.023770204135429688
4.5900002	0.3644829	0.021538437607217506
4.6000004	0.36227420000000005	0.019985703772196748
4.6100001	0.36192730000000006	0.019875388701356286
4.6200004	0.35903480000000004	0.017934155720579676
4.630000099999999	0.36640676666666666	0.015450408507975846
4.6400003	0.3632397666666667	0.016008933787524163
4.6500001	0.3577709	0.02071839294660664
4.6600003	0.3699822	0.022372902896361027
4.670000099999999	0.36512663333333334	0.022319881987217904
4.6800003	0.36100010000000005	0.023102773638894538
4.6900001	0.3642423666666666	0.028544963266105852
4.7000003	0.3626689	0.015583457779324832
4.71	0.35989519999999997	0.014834466467992715
4.7200003	0.36249876666666664	0.01527031953966036
4.73	0.3640227333333334	0.023506056334556262
4.7400002	0.3694362	0.02950478861862935
4.75	0.36775830000000004	0.029012639311341508
4.7600002	0.3667253333333333	0.022451295421942432
4.7700005	0.36358169999999995	0.0161098805399047
4.7800002	0.3630067666666667	0.023320388301298345
4.7900004	0.36334736666666667	0.01882389291999227
4.8000002	0.36282109999999995	0.018761785548289393
4.8100004	0.3613017666666667	0.015810946250093095
4.8200002	0.36377440000000005	0.017971587937352707
4.8300004	0.35892953333333333	0.011696680762649438
4.8400002	0.36277659999999995	0.007976992008896584
4.8500004	0.36312750000000005	0.018129429439725876
4.8600001	0.35801683333333334	0.015455442565754431
4.8700004	0.35139803333333336	0.01026340621155242
4.880000099999999	0.357238	0.007920231724514084
4.8900003	0.36211733333333335	0.014227646630533606
4.9000001	0.3717033	0.018793246946975366
4.9100003	0.3650581	0.019385254067202734
4.920000099999999	0.36580423333333334	0.01838159428948786
4.9300003	0.36691720000000005	0.020795191542998574
4.9400001	0.3625898	0.016324945118437576
4.9500003	0.3574108	0.006723700785281849
4.96	0.3565673333333334	0.010668100234499734
4.9700003	0.35724686666666666	0.0089401305719398
4.98	0.36010856666666663	0.015716319090147476
4.9900002	0.35738179999999997	0.01339784465464502
5.0	0.35745903333333334	0.006136239530309559
5.0100002	0.3665001666666667	0.012473166092589867
5.0200005	0.36144550000000003	0.015913383292373764
5.0300002	0.36174083333333334	0.016037051762195404
5.0400004	0.35830243333333334	0.013598495219815071
5.0500002	0.36179893333333335	0.010843479983996518
5.0600004	0.3636078	0.014970015379751612
5.0700002	0.3614781333333334	0.008734440189464555
5.0800004	0.36278249999999995	0.004955175053416388
5.0900002	0.3651619666666667	0.001352310409385823
5.1000004	0.3583252333333333	0.010223631752138437
5.1100001	0.370245	0.012940222827679584
5.1200004	0.36467726666666667	0.007994710717926791
5.130000099999999	0.3672875666666666	0.004733484784314131
5.1400003	0.3666966333333333	0.005442543223836944
5.1500001	0.36713616666666665	0.005890864406293304
5.1600003	0.3668297333333333	0.0006981230932531515
5.170000099999999	0.3704431666666667	0.007399418169243635
5.1800003	0.36438713333333334	0.019572595177271043
5.1900001	0.3694520666666667	0.013434430769233688
5.2000003	0.3687584	0.012246223145117028
5.21	0.3639022333333333	0.013047030499823854
5.2200003	0.36432819999999994	0.009626101423213884
5.23	0.3668203666666667	0.010414257714466888
5.2400002	0.36544076666666664	0.0142385312066706
5.2500005	0.36460963333333335	0.013023119503534214
5.2600002	0.37265600000000004	0.009096495125596432
5.2700005	0.37181736666666665	0.015447916811121615
5.2800002	0.3709812666666667	0.011105914397443071
5.2900004	0.3719672	0.014692326501613017
5.3000002	0.37155013333333337	0.016340365585057543
5.3100004	0.3699160000000001	0.022376895923474284
5.3200002	0.3699008	0.019594867057216785
5.3300004	0.3654165333333333	0.020681716828477602
5.3400002	0.3717696333333333	0.011173017977401337
5.3500004	0.3743099666666667	0.01470317128014676
5.3600001	0.3685810333333334	0.02029323856863001
5.3700004	0.3707099333333333	0.01826122750018006
5.380000099999999	0.3750638333333333	0.014750161698209707
5.3900003	0.3732989	0.011464588508533583
5.4000001	0.3782879333333333	0.010529265686330303
5.4100003	0.3758833666666667	0.01157947154767148
5.420000099999999	0.3776317333333334	0.008638864858494636
5.4300003	0.37281006666666666	0.012001700737950984
5.4400001	0.3695625	0.019815706562976734
5.4500003	0.37165506666666664	0.016377159645779054
5.46	0.37142713333333327	0.01654987115669889
5.4700003	0.36965319999999996	0.015906315794991615
5.4800005	0.36704570000000003	0.01640544970550945
5.4900002	0.36574113333333336	0.018992532818013875
5.5000005	0.3642718333333333	0.02179235381167747
5.5100002	0.37027873333333333	0.026427149428255272
5.5200005	0.3699231	0.020930619771760226
5.5300002	0.37141616666666666	0.024028416430204744
5.5400004	0.3650401333333333	0.014499143262390827
5.5500002	0.37024963333333333	0.020517802182576313
5.5600004	0.3666000333333333	0.01674248458393594
5.5700002	0.362746	0.01323497129161979
5.5800004	0.36613903333333336	0.011703993115314643
5.5900002	0.3718706333333333	0.010698851608622878
5.6000004	0.36853526666666675	0.009570858995060664
5.6100001	0.3750492	0.01266698831924942
5.6200004	0.37884433333333334	0.015761042212472265
5.630000099999999	0.37564993333333335	0.01845556344746303
5.6400003	0.3786618333333333	0.012060283420108038
5.6500001	0.3820125333333333	0.010887469929388265
5.6600003	0.3746508333333333	0.010512072090855033
5.670000099999999	0.3702566666666667	0.012805763616955197
5.6800003	0.37384156666666674	0.014299457124077621
5.6900001	0.3713834333333333	0.004992488006328459
5.7000003	0.3735100333333334	0.010820866545860973
5.71	0.3658363666666667	0.006605107373338724
5.7200003	0.3704912	0.006140367950701322
5.7300005	0.3675870666666667	0.004691442530110879
5.7400002	0.36154249999999993	0.005172519133845718
5.7500005	0.3685315333333334	0.009857555462858596
5.7600002	0.3723843666666667	0.01429194763366189
5.7700005	0.3718185666666667	0.004102343089422607
5.7800002	0.36611689999999997	0.006084419172772333
5.7900004	0.36222753333333335	0.009455844417783825
5.8000002	0.363841	0.010561542904803269
5.8100004	0.37059423333333336	0.007434135993734141
5.8200002	0.36907663333333335	0.00669691853417175
5.8300004	0.3711477666666667	0.0071806754621925005
5.8400002	0.3676241	0.004763179798202079
5.8500004	0.36067470000000007	0.008464465706115197
5.8600001	0.3634658333333333	0.012137325532560018
5.8700004	0.36132516666666664	0.006886981354217076
5.880000099999999	0.36021136666666664	0.006743939135500367
5.8900003	0.35579429999999995	0.004178216322786541
5.9000001	0.3586565	0.002644857861965401
5.9100003	0.3676173	0.0024584294254665854
5.920000099999999	0.36369199999999996	0.011284312999912756
5.9300003	0.3675107333333334	0.004932876262722718
5.9400001	0.3612906333333334	0.012188192780036456
5.9500003	0.36503593333333334	0.014058679109480166
5.9600005	0.36340839999999996	0.00811261684106925
5.9700003	0.36123426666666664	0.014054879598322198
5.9800005	0.36528730000000004	0.009035858685813993
5.9900002	0.3594546	0.011500657622936152
6.0000005	0.36481963333333334	0.012055605606660028
6.0100002	0.36550003333333336	0.01675603467600057
